iter	Passed	Remaining
7320	239775	32511977
7321	239808	32511958
7322	239841	32511913
7323	239873	32511761
7324	239905	32511689
7325	239938	32511624
7326	239968	32511325
7327	240001	32511218
7328	240032	32511045
7329	240064	32510835
7330	240097	32510820
7331	240132	32511150
7332	240164	32511002
7333	240195	32510760
7334	240227	32510556
7335	240255	32509958
7336	240284	32509351
7337	240317	32509357
7338	240349	32509308
7339	240381	32509091
7340	240411	32508692
7341	240441	32508239
7342	240474	32508281
7343	240508	32508374
7344	240537	32507954
7345	240569	32507807
7346	240600	32507526
7347	240631	32507279
7348	240663	32507070
7349	240695	32506936
7350	240727	32506786
7351	240760	32506768
7352	240793	32506839
7353	240826	32506809
7354	240862	32507288
7355	240898	32507659
7356	240930	32507570
7357	240961	32507230
7358	240993	32507050
7359	241024	32506863
7360	241057	32506805
7361	241091	32506943
7362	241123	32506837
7363	241155	32506757
7364	241186	32506416
7365	241219	32506375
7366	241257	32507070
7367	241289	32506939
7368	241320	32506756
7369	241352	32506609
7370	241386	32506778
7371	241417	32506510
7372	241453	32506808
7373	241486	32506856
7374	241519	32506815
7375	241551	32506757
7376	241582	32506475
7377	241615	32506396
7378	241647	32506369
7379	241681	32506452
7380	241713	32506292
7381	241745	32506173
7382	241777	32505992
7383	241808	32505796
7384	241840	32505696
7385	241874	32505796
7386	241905	32505550
7387	241936	32505291
7388	241971	32505491
7389	242006	32505823
7390	242037	32505523
7391	242067	32505110
7392	242100	32505140
7393	242134	32505287
7394	242167	32505233
7395	242200	32505304
7396	242233	32505218
7397	242265	32505079
7398	242296	32504857
7399	242329	32504933
7400	242362	32504921
7401	242396	32504939
7402	242434	32505739
7403	242469	32505897
7404	242501	32505851
7405	242534	32505779
7406	242569	32506016
7407	242603	32506217
7408	242635	32506041
7409	242667	32505910
7410	242702	32506273
7411	242734	32506024
7412	242764	32505693
7413	242799	32505997
7414	242832	32505907
7415	242864	32505767
7416	242894	32505458
7417	242926	32505291
7418	242956	32504882
7419	242988	32504795
7420	243021	32504695
7421	243051	32504345
7422	243084	32504354
7423	243116	32504196
7424	243149	32504291
7425	243182	32504218
7426	243214	32504143
7427	243245	32503794
7428	243278	32503817
7429	243310	32503724
7430	243342	32503609
7431	243375	32503497
7432	243409	32503640
7433	243440	32503471
7434	243476	32503844
7435	243508	32503747
7436	243542	32503812
7437	243574	32503732
7438	243604	32503350
7439	243637	32503368
7440	243671	32503455
7441	243702	32503223
7442	243737	32503502
7443	243769	32503345
7444	243800	32502985
7445	243831	32502808
7446	243862	32502467
7447	243895	32502518
7448	243929	32502686
7449	243961	32502576
7450	243992	32502258
7451	244026	32502360
7452	244063	32502918
7453	244095	32502753
7454	244126	32502532
7455	244157	32502243
7456	244190	32502190
7457	244220	32501831
7458	244252	32501675
7459	244285	32501778
7460	244317	32501656
7461	244351	32501756
7462	244382	32501429
7463	244414	32501338
7464	244450	32501758
7465	244482	32501627
7466	244517	32501815
7467	244548	32501602
7468	244581	32501583
7469	244611	32501255
7470	244644	32501165
7471	244676	32501124
7472	244709	32501011
7473	244739	32500656
7474	244772	32500678
7475	244804	32500550
7476	244836	32500383
7477	244867	32500190
7478	244898	32499952
7479	244930	32499789
7480	244962	32499578
7481	244992	32499241
7482	245022	32498890
7483	245057	32499074
7484	245088	32498822
7485	245121	32498844
7486	245153	32498673
7487	245185	32498535
7488	245218	32498543
7489	245251	32498564
7490	245283	32498422
7491	245316	32498384
7492	245346	32497995
7493	245380	32498150
7494	245412	32498094
7495	245447	32498277
7496	245480	32498292
7497	245512	32498131
7498	245543	32497984
7499	245579	32498271
7500	245608	32497845
7501	245643	32498104
7502	245674	32497829
7503	245706	32497615
7504	245739	32497646
7505	245769	32497295
7506	245800	32497042
7507	245831	32496707
7508	245865	32496940
7509	245898	32496912
7510	245929	32496605
7511	245961	32496490
7512	245995	32496616
7513	246027	32496452
7514	246060	32496467
7515	246092	32496382
7516	246123	32496046
7517	246154	32495841
7518	246187	32495792
7519	246219	32495706
7520	246250	32495490
7521	246283	32495418
7522	246313	32495106
7523	246349	32495460
7524	246383	32495515
7525	246416	32495633
7526	246452	32495911
7527	246482	32495544
7528	246514	32495429
7529	246545	32495135
7530	246573	32494514
7531	246605	32494360
7532	246645	32495305
7533	246681	32495669
7534	246715	32495819
7535	246753	32496532
7536	246790	32497003
7537	246821	32496828
7538	246854	32496763
7539	246888	32496934
7540	246929	32497905
7541	246961	32497841
7542	246996	32498120
7543	247029	32498106
7544	247061	32497985
7545	247098	32498511
7546	247133	32498799
7547	247165	32498652
7548	247204	32499355
7549	247245	32500515
7550	247282	32501054
7551	247328	32502675
7552	247363	32502972
7553	247393	32502597
7554	247423	32502152
7555	247458	32502420
7556	247488	32502089
7557	247522	32502209
7558	247552	32501775
7559	247581	32501255
7560	247615	32501383
7561	247648	32501409
7562	247685	32501927
7563	247716	32501623
7564	247749	32501604
7565	247780	32501361
7566	247811	32501108
7567	247844	32501176
7568	247877	32501126
7569	247908	32500835
7570	247941	32500926
7571	247973	32500688
7572	248004	32500473
7573	248035	32500272
7574	248067	32500086
7575	248099	32499985
7576	248130	32499688
7577	248164	32499802
7578	248194	32499427
7579	248227	32499390
7580	248260	32499413
7581	248291	32499180
7582	248322	32498931
7583	248362	32499871
7584	248394	32499699
7585	248429	32499998
7586	248459	32499604
7587	248492	32499532
7588	248522	32499199
7589	248554	32499067
7590	248587	32499059
7591	248619	32498850
7592	248651	32498843
7593	248685	32498952
7594	248719	32499074
7595	248753	32499130
7596	248783	32498828
7597	248818	32498989
7598	248850	32498887
7599	248887	32499493
7600	248919	32499355
7601	248953	32499435
7602	248985	32499315
7603	249015	32498890
7604	249048	32498890
7605	249079	32498631
7606	249112	32498629
7607	249147	32498916
7608	249178	32498631
7609	249210	32498476
7610	249242	32498417
7611	249275	32498382
7612	249308	32498450
7613	249340	32498242
7614	249373	32498315
7615	249408	32498458
7616	249436	32497886
7617	249467	32497607
7618	249497	32497242
7619	249532	32497517
7620	249565	32497458
7621	249604	32498273
7622	249638	32498358
7623	249669	32498192
7624	249700	32497884
7625	249731	32497567
7626	249761	32497273
7627	249791	32496823
7628	249828	32497290
7629	249860	32497160
7630	249893	32497248
7631	249926	32497222
7632	249960	32497314
7633	249989	32496794
7634	250018	32496260
7635	250050	32496212
7636	250084	32496283
7637	250117	32496289
7638	250148	32496108
7639	250181	32496112
7640	250214	32496012
7641	250245	32495739
7642	250276	32495577
7643	250307	32495242
7644	250338	32495078
7645	250370	32494886
7646	250401	32494632
7647	250435	32494792
7648	250468	32494718
7649	250500	32494579
7650	250531	32494393
7651	250562	32494128
7652	250598	32494440
7653	250629	32494287
7654	250663	32494350
7655	250694	32494065
7656	250727	32494155
7657	250766	32494865
7658	250799	32494947
7659	250833	32495052
7660	250865	32494941
7661	250896	32494657
7662	250931	32494933
7663	250964	32494915
7664	250998	32495041
7665	251031	32494978
7666	251065	32495137
7667	251099	32495219
7668	251130	32495048
7669	251162	32494866
7670	251195	32494831
7671	251225	32494447
7672	251257	32494361
7673	251294	32494897
7674	251330	32495240
7675	251361	32495051
7676	251393	32494855
7677	251425	32494796
7678	251457	32494594
7679	251490	32494592
7680	251526	32495029
7681	251556	32494643
7682	251592	32494970
7683	251624	32494907
7684	251657	32494875
7685	251689	32494740
7686	251722	32494709
7687	251755	32494734
7688	251785	32494369
7689	251819	32494506
7690	251849	32494118
7691	251883	32494239
7692	251915	32494082
7693	251946	32493905
7694	251981	32494140
7695	252016	32494346
7696	252048	32494198
7697	252080	32494061
7698	252110	32493771
7699	252141	32493414
7700	252173	32493283
7701	252205	32493246
7702	252238	32493265
7703	252269	32493006
7704	252301	32492796
7705	252335	32492932
7706	252368	32492946
7707	252399	32492763
7708	252430	32492485
7709	252465	32492647
7710	252499	32492796
7711	252531	32492729
7712	252564	32492699
7713	252597	32492645
7714	252630	32492658
7715	252664	32492798
7716	252697	32492831
7717	252732	32493071
7718	252763	32492789
7719	252794	32492626
7720	252825	32492336
7721	252855	32491984
7722	252887	32491787
7723	252920	32491802
7724	252953	32491764
7725	252985	32491687
7726	253018	32491700
7727	253048	32491298
7728	253081	32491261
7729	253113	32491200
7730	253145	32491009
7731	253175	32490696
7732	253207	32490544
7733	253240	32490533
7734	253277	32491051
7735	253312	32491312
7736	253343	32490989
7737	253375	32490943
7738	253408	32490843
7739	253443	32491195
7740	253476	32491216
7741	253510	32491337
7742	253541	32491055
7743	253573	32490934
7744	253603	32490564
7745	253635	32490439
7746	253667	32490246
7747	253698	32489974
7748	253732	32490181
7749	253769	32490639
7750	253801	32490545
7751	253834	32490465
7752	253867	32490477
7753	253899	32490339
7754	253932	32490385
7755	253964	32490215
7756	253996	32490124
7757	254031	32490453
7758	254067	32490757
7759	254099	32490677
7760	254132	32490674
7761	254155	32489426
7762	254187	32489206
7763	254218	32488955
7764	254250	32488877
7765	254281	32488640
7766	254316	32488882
7767	254351	32489096
7768	254383	32488924
7769	254415	32488908
7770	254445	32488471
7771	254476	32488255
7772	254513	32488781
7773	254543	32488306
7774	254574	32488039
7775	254605	32487799
7776	254635	32487471
7777	254664	32486968
7778	254697	32486952
7779	254728	32486746
7780	254763	32486887
7781	254795	32486874
7782	254832	32487265
7783	254867	32487647
7784	254908	32488643
7785	254947	32489405
7786	254981	32489547
7787	255023	32490636
7788	255066	32491855
7789	255100	32492080
7790	255135	32492358
7791	255167	32492147
7792	255199	32491986
7793	255231	32491950
7794	255263	32491771
7795	255297	32491915
7796	255330	32491895
7797	255361	32491673
7798	255393	32491562
7799	255427	32491633
7800	255459	32491542
7801	255492	32491523
7802	255524	32491453
7803	255556	32491288
7804	255590	32491437
7805	255624	32491489
7806	255659	32491764
7807	255689	32491398
7808	255724	32491594
7809	255754	32491286
7810	255786	32491155
7811	255818	32491055
7812	255852	32491150
7813	255884	32490983
7814	255914	32490675
7815	255947	32490579
7816	255980	32490624
7817	256013	32490644
7818	256046	32490567
7819	256081	32490864
7820	256113	32490799
7821	256146	32490704
7822	256178	32490622
7823	256216	32491220
7824	256248	32491155
7825	256280	32491030
7826	256313	32490952
7827	256347	32491112
7828	256381	32491293
7829	256416	32491496
7830	256448	32491345
7831	256476	32490750
7832	256508	32490616
7833	256538	32490267
7834	256570	32490116
7835	256606	32490525
7836	256637	32490217
7837	256672	32490448
7838	256706	32490673
7839	256737	32490354
7840	256769	32490211
7841	256804	32490492
7842	256835	32490272
7843	256869	32490327
7844	256900	32490123
7845	256933	32490152
7846	256966	32490090
7847	256999	32490059
7848	257031	32489918
7849	257066	32490180
7850	257097	32489943
7851	257133	32490343
7852	257165	32490280
7853	257197	32490137
7854	257230	32490058
7855	257262	32489938
7856	257293	32489697
7857	257322	32489262
7858	257356	32489276
7859	257388	32489196
7860	257418	32488845
7861	257451	32488829
7862	257486	32489132
7863	257517	32488779
7864	257546	32488285
7865	257576	32487896
7866	257607	32487635
7867	257638	32487446
7868	257669	32487205
7869	257700	32486903
7870	257730	32486559
7871	257763	32486536
7872	257794	32486346
7873	257826	32486172
7874	257857	32485896
7875	257888	32485677
7876	257921	32485724
7877	257953	32485484
7878	257984	32485319
7879	258013	32484834
7880	258045	32484672
7881	258074	32484181
7882	258107	32484179
7883	258142	32484353
7884	258172	32484042
7885	258206	32484128
7886	258238	32484006
7887	258270	32483924
7888	258302	32483788
7889	258334	32483656
7890	258366	32483490
7891	258401	32483802
7892	258433	32483676
7893	258468	32483913
7894	258499	32483662
7895	258532	32483584
7896	258563	32483376
7897	258595	32483273
7898	258627	32483095
7899	258656	32482660
7900	258690	32482806
7901	258721	32482570
7902	258754	32482565
7903	258788	32482631
7904	258821	32482615
7905	258852	32482439
7906	258884	32482313
7907	258914	32481838
7908	258947	32481869
7909	258979	32481800
7910	259011	32481633
7911	259045	32481756
7912	259080	32482065
7913	259110	32481638
7914	259143	32481654
7915	259174	32481440
7916	259207	32481385
7917	259238	32481163
7918	259270	32481011
7919	259302	32480918
7920	259334	32480726
7921	259366	32480651
7922	259398	32480561
7923	259431	32480524
7924	259463	32480367
7925	259493	32479982
7926	259525	32479907
7927	259559	32479984
7928	259591	32479842
7929	259625	32479990
7930	259659	32480109
7931	259693	32480236
7932	259727	32480318
7933	259758	32480136
7934	259794	32480489
7935	259826	32480358
7936	259863	32480869
7937	259898	32481103
7938	259930	32481030
7939	259963	32480981
7940	259997	32481092
7941	260031	32481209
7942	260066	32481514
7943	260103	32481962
7944	260137	32482098
7945	260169	32482027
7946	260201	32481857
7947	260232	32481650
7948	260265	32481572
7949	260301	32481969
7950	260334	32481965
7951	260367	32482006
7952	260405	32482671
7953	260436	32482309
7954	260467	32482129
7955	260502	32482403
7956	260534	32482254
7957	260569	32482428
7958	260602	32482475
7959	260633	32482231
7960	260669	32482567
7961	260704	32482798
7962	260737	32482872
7963	260772	32483087
7964	260807	32483371
7965	260839	32483223
7966	260871	32483066
7967	260905	32483241
7968	260945	32484095
7969	260979	32484177
7970	261010	32483987
7971	261042	32483856
7972	261078	32484244
7973	261111	32484155
7974	261142	32484018
7975	261179	32484485
7976	261211	32484333
7977	261243	32484221
7978	261276	32484175
7979	261308	32484123
7980	261344	32484401
7981	261377	32484404
7982	261421	32485867
7983	261452	32485539
7984	261484	32485430
7985	261515	32485149
7986	261547	32485120
7987	261582	32485268
7988	261615	32485278
7989	261649	32485402
7990	261681	32485339
7991	261711	32484966
7992	261743	32484866
7993	261774	32484614
7994	261804	32484239
7995	261834	32483828
7996	261867	32483846
7997	261897	32483424
7998	261928	32483255
7999	261961	32483227
8000	261993	32483037
8001	262024	32482838
8002	262062	32483378
8003	262092	32483121
8004	262124	32482988
8005	262157	32482913
8006	262189	32482762
8007	262226	32483304
8008	262260	32483456
8009	262293	32483389
8010	262326	32483441
8011	262360	32483597
8012	262396	32483973
8013	262431	32484141
8014	262469	32484841
8015	262504	32485041
8016	262540	32485420
8017	262576	32485807
8018	262609	32485823
8019	262650	32486770
8020	262687	32487262
8021	262721	32487385
8022	262754	32487319
8023	262790	32487788
8024	262826	32488075
8025	262860	32488270
8026	262900	32489075
8027	262936	32489429
8028	262971	32489667
8029	263002	32489440
8030	263037	32489653
8031	263069	32489589
8032	263102	32489605
8033	263136	32489663
8034	263169	32489688
8035	263203	32489753
8036	263233	32489399
8037	263265	32489329
8038	263298	32489331
8039	263333	32489512
8040	263364	32489351
8041	263398	32489377
8042	263431	32489399
8043	263464	32489398
8044	263495	32489221
8045	263527	32489048
8046	263558	32488849
8047	263592	32488936
8048	263627	32489207
8049	263660	32489143
8050	263691	32488853
8051	263725	32488980
8052	263759	32489145
8053	263792	32489138
8054	263824	32488977
8055	263856	32488963
8056	263890	32489047
8057	263923	32489049
8058	263958	32489218
8059	263987	32488805
8060	264019	32488616
8061	264050	32488417
8062	264081	32488149
8063	264112	32487925
8064	264143	32487697
8065	264175	32487517
8066	264207	32487426
8067	264236	32486943
8068	264269	32486886
8069	264301	32486754
8070	264331	32486429
8071	264361	32486038
8072	264393	32485880
8073	264424	32485619
8074	264456	32485556
8075	264490	32485607
8076	264519	32485215
8077	264551	32485069
8078	264581	32484710
8079	264614	32484675
8080	264647	32484714
8081	264681	32484739
8082	264712	32484571
8083	264743	32484265
8084	264778	32484541
8085	264808	32484118
8086	264841	32484205
8087	264873	32483989
8088	264906	32484081
8089	264939	32484053
8090	264978	32484787
8091	265008	32484366
8092	265042	32484519
8093	265077	32484786
8094	265107	32484354
8095	265138	32484097
8096	265171	32484176
8097	265203	32484026
8098	265235	32483849
8099	265267	32483719
8100	265300	32483814
8101	265334	32483839
8102	265366	32483712
8103	265398	32483618
8104	265429	32483426
8105	265463	32483570
8106	265496	32483532
8107	265531	32483698
8108	265565	32483930
8109	265598	32483893
8110	265634	32484189
8111	265669	32484432
8112	265705	32484819
8113	265736	32484619
8114	265769	32484590
8115	265800	32484408
8116	265836	32484727
8117	265871	32484959
8118	265904	32484986
8119	265937	32484954
8120	265971	32485069
8121	266002	32484778
8122	266033	32484590
8123	266064	32484303
8124	266094	32484017
8125	266125	32483732
8126	266155	32483401
8127	266187	32483225
8128	266221	32483355
8129	266254	32483292
8130	266290	32483647
8131	266322	32483602
8132	266353	32483309
8133	266382	32482903
8134	266417	32483037
8135	266450	32483119
8136	266486	32483400
8137	266517	32483227
8138	266546	32482662
8139	266576	32482312
8140	266606	32481932
8141	266642	32482349
8142	266673	32482098
8143	266706	32482052
8144	266739	32482126
8145	266771	32481918
8146	266802	32481753
8147	266834	32481547
8148	266867	32481648
8149	266899	32481442
8150	266931	32481303
8151	266963	32481195
8152	266994	32480932
8153	267027	32480943
8154	267058	32480792
8155	267088	32480406
8156	267120	32480279
8157	267152	32480118
8158	267185	32480072
8159	267217	32479943
8160	267249	32479840
8161	267282	32479882
8162	267314	32479777
8163	267348	32479841
8164	267379	32479561
8165	267413	32479786
8166	267446	32479789
8167	267481	32479962
8168	267514	32479954
8169	267545	32479755
8170	267576	32479481
8171	267608	32479390
8172	267642	32479502
8173	267676	32479567
8174	267708	32479529
8175	267741	32479463
8176	267776	32479696
8177	267809	32479693
8178	267841	32479641
8179	267877	32479897
8180	267908	32479762
8181	267939	32479443
8182	267973	32479539
8183	268003	32479161
8184	268035	32479068
8185	268070	32479385
8186	268105	32479603
8187	268137	32479427
8188	268171	32479577
8189	268204	32479549
8190	268235	32479285
8191	268270	32479593
8192	268303	32479607
8193	268336	32479496
8194	268367	32479360
8195	268400	32479365
8196	268431	32479111
8197	268463	32478918
8198	268494	32478735
8199	268528	32478802
8200	268559	32478601
8201	268591	32478441
8202	268629	32479041
8203	268663	32479131
8204	268696	32479134
8205	268728	32478997
8206	268761	32479078
8207	268794	32479038
8208	268827	32478985
8209	268861	32479121
8210	268897	32479566
8211	268931	32479621
8212	268963	32479516
8213	269001	32480127
8214	269034	32480099
8215	269066	32480030
8216	269097	32479688
8217	269132	32479985
8218	269165	32479990
8219	269195	32479672
8220	269228	32479566
8221	269261	32479571
8222	269294	32479564
8223	269329	32479838
8224	269360	32479614
8225	269390	32479266
8226	269424	32479318
8227	269455	32479070
8228	269489	32479268
8229	269522	32479195
8230	269553	32478976
8231	269585	32478865
8232	269618	32478849
8233	269648	32478505
8234	269680	32478353
8235	269710	32477956
8236	269741	32477822
8237	269774	32477766
8238	269805	32477465
8239	269837	32477413
8240	269868	32477168
8241	269899	32476855
8242	269931	32476766
8243	269962	32476564
8244	269993	32476346
8245	270027	32476448
8246	270060	32476378
8247	270092	32476252
8248	270125	32476238
8249	270158	32476281
8250	270189	32476079
8251	270226	32476486
8252	270263	32477005
8253	270296	32476950
8254	270327	32476784
8255	270359	32476647
8256	270392	32476663
8257	270427	32476887
8258	270461	32477007
8259	270492	32476702
8260	270526	32476846
8261	270557	32476584
8262	270590	32476578
8263	270623	32476608
8264	270657	32476696
8265	270691	32476861
8266	270721	32476522
8267	270753	32476368
8268	270788	32476656
8269	270819	32476361
8270	270850	32476161
8271	270882	32476051
8272	270913	32475770
8273	270945	32475625
8274	270974	32475188
8275	271008	32475304
8276	271038	32474902
8277	271074	32475264
8278	271107	32475316
8279	271136	32474830
8280	271170	32474854
8281	271201	32474638
8282	271236	32474886
8283	271272	32475238
8284	271303	32474979
8285	271335	32474856
8286	271365	32474568
8287	271397	32474358
8288	271427	32474070
8289	271457	32473659
8290	271488	32473486
8291	271520	32473370
8292	271557	32473760
8293	271589	32473646
8294	271622	32473649
8295	271653	32473485
8296	271683	32473102
8297	271716	32473106
8298	271749	32473099
8299	271782	32473004
8300	271814	32472935
8301	271848	32473038
8302	271881	32473014
8303	271914	32473070
8304	271945	32472813
8305	271977	32472679
8306	272008	32472479
8307	272041	32472431
8308	272075	32472513
8309	272108	32472538
8310	272140	32472431
8311	272170	32472085
8312	272203	32472122
8313	272236	32472127
8314	272266	32471693
8315	272297	32471520
8316	272330	32471487
8317	272361	32471276
8318	272395	32471382
8319	272428	32471305
8320	272459	32471125
8321	272491	32470948
8322	272522	32470800
8323	272555	32470719
8324	272591	32471118
8325	272622	32470834
8326	272657	32471054
8327	272689	32471002
8328	272719	32470661
8329	272751	32470436
8330	272782	32470248
8331	272812	32469941
8332	272845	32469873
8333	272877	32469798
8334	272924	32471384
8335	272956	32471274
8336	272992	32471684
8337	273039	32473376
8338	273074	32473603
8339	273107	32473608
8340	273141	32473629
8341	273173	32473569
8342	273207	32473632
8343	273243	32474063
8344	273275	32473866
8345	273304	32473471
8346	273338	32473590
8347	273369	32473246
8348	273402	32473254
8349	273436	32473381
8350	273467	32473234
8351	273501	32473315
8352	273535	32473449
8353	273567	32473281
8354	273601	32473353
8355	273632	32473116
8356	273665	32473134
8357	273699	32473311
8358	273734	32473456
8359	273763	32473080
8360	273797	32473202
8361	273832	32473376
8362	273864	32473221
8363	273902	32473864
8364	273933	32473658
8365	273965	32473521
8366	273996	32473228
8367	274031	32473475
8368	274064	32473499
8369	274097	32473429
8370	274129	32473412
8371	274164	32473593
8372	274199	32473808
8373	274230	32473608
8374	274263	32473627
8375	274294	32473335
8376	274326	32473193
8377	274359	32473263
8378	274392	32473199
8379	274421	32472755
8380	274453	32472597
8381	274486	32472623
8382	274516	32472287
8383	274548	32472193
8384	274582	32472285
8385	274617	32472458
8386	274648	32472278
8387	274684	32472579
8388	274717	32472550
8389	274748	32472378
8390	274779	32472139
8391	274810	32471825
8392	274843	32471868
8393	274878	32472057
8394	274910	32472018
8395	274945	32472180
8396	274978	32472186
8397	275008	32471880
8398	275041	32471881
8399	275071	32471523
8400	275103	32471341
8401	275133	32471007
8402	275168	32471220
8403	275206	32471888
8404	275241	32472097
8405	275275	32472136
8406	275311	32472544
8407	275346	32472799
8408	275380	32472869
8409	275411	32472640
8410	275447	32473030
8411	275481	32473076
8412	275517	32473465
8413	275553	32473852
8414	275586	32473771
8415	275617	32473535
8416	275650	32473573
8417	275683	32473527
8418	275714	32473344
8419	275747	32473368
8420	275779	32473181
8421	275811	32473076
8422	275843	32472915
8423	275873	32472557
8424	275906	32472623
8425	275941	32472876
8426	275974	32472824
8427	276005	32472630
8428	276038	32472609
8429	276072	32472714
8430	276105	32472658
8431	276140	32472902
8432	276173	32472915
8433	276204	32472668
8434	276236	32472607
8435	276270	32472663
8436	276303	32472691
8437	276337	32472837
8438	276369	32472701
8439	276403	32472824
8440	276437	32472871
8441	276469	32472827
8442	276501	32472659
8443	276533	32472563
8444	276563	32472198
8445	276594	32471894
8446	276624	32471647
8447	276659	32471862
8448	276692	32471770
8449	276724	32471647
8450	276755	32471486
8451	276788	32471501
8452	276821	32471429
8453	276853	32471361
8454	276884	32471051
8455	276916	32471012
8456	276948	32470817
8457	276979	32470584
8458	277010	32470422
8459	277044	32470469
8460	277074	32470147
8461	277105	32469904
8462	277137	32469774
8463	277168	32469546
8464	277200	32469407
8465	277236	32469725
8466	277269	32469805
8467	277303	32469942
8468	277336	32469867
8469	277366	32469494
8470	277399	32469482
8471	277433	32469655
8472	277468	32469828
8473	277500	32469761
8474	277542	32470826
8475	277586	32472115
8476	277626	32472938
8477	277657	32472672
8478	277689	32472585
8479	277730	32473432
8480	277763	32473497
8481	277802	32474135
8482	277834	32474058
8483	277874	32474902
8484	277908	32475016
8485	277954	32476452
8486	277989	32476711
8487	278023	32476855
8488	278064	32477756
8489	278097	32477761
8490	278132	32477954
8491	278167	32478252
8492	278207	32479021
8493	278240	32479043
8494	278281	32479969
8495	278319	32480592
8496	278360	32481428
8497	278402	32482451
8498	278440	32483060
8499	278480	32483879
8500	278517	32484377
8501	278554	32484773
8502	278588	32484989
8503	278624	32485303
8504	278659	32485558
8505	278693	32485635
8506	278727	32485669
8507	278764	32486223
8508	278802	32486761
8509	278842	32487542
8510	278878	32487922
8511	278912	32488070
8512	278950	32488603
8513	278986	32488943
8514	279019	32488976
8515	279059	32489754
8516	279099	32490517
8517	279138	32491202
8518	279172	32491320
8519	279205	32491402
8520	279236	32491072
8521	279269	32491173
8522	279302	32491120
8523	279335	32491156
8524	279374	32491755
8525	279409	32492030
8526	279444	32492267
8527	279481	32492674
8528	279519	32493331
8529	279553	32493401
8530	279593	32494143
8531	279627	32494310
8532	279665	32494860
8533	279702	32495386
8534	279736	32495456
8535	279773	32495865
8536	279804	32495696
8537	279836	32495541
8538	279869	32495499
8539	279901	32495415
8540	279932	32495143
8541	279962	32494872
8542	279994	32494720
8543	280028	32494823
8544	280060	32494646
8545	280092	32494517
8546	280124	32494399
8547	280157	32494446
8548	280189	32494305
8549	280221	32494152
8550	280254	32494137
8551	280287	32494178
8552	280321	32494231
8553	280353	32494185
8554	280385	32494040
8555	280418	32494074
8556	280452	32494196
8557	280484	32494005
8558	280525	32494939
8559	280557	32494855
8560	280592	32494998
8561	280625	32495080
8562	280657	32494861
8563	280690	32494940
8564	280723	32494908
8565	280754	32494612
8566	280785	32494429
8567	280817	32494327
8568	280849	32494121
8569	280881	32494036
8570	280914	32494015
8571	280946	32493875
8572	280980	32494055
8573	281012	32493945
8574	281046	32494036
8575	281079	32494022
8576	281113	32494108
8577	281149	32494410
8578	281182	32494443
8579	281215	32494431
8580	281248	32494437
8581	281281	32494470
8582	281315	32494518
8583	281349	32494647
8584	281383	32494736
8585	281414	32494470
8586	281446	32494353
8587	281480	32494454
8588	281517	32494965
8589	281548	32494714
8590	281578	32494429
8591	281613	32494567
8592	281643	32494251
8593	281674	32494035
8594	281708	32494119
8595	281739	32493833
8596	281791	32496010
8597	281826	32496285
8598	281866	32497141
8599	281906	32497938
8600	281948	32498867
8601	281988	32499732
8602	282029	32500629
8603	282068	32501327
8604	282103	32501536
8605	282139	32501876
8606	282170	32501662
8607	282202	32501554
8608	282235	32501513
8609	282271	32501795
8610	282303	32501748
8611	282338	32501951
8612	282374	32502262
8613	282405	32502092
8614	282439	32502201
8615	282475	32502463
8616	282507	32502357
8617	282539	32502191
8618	282575	32502631
8619	282607	32502450
8620	282640	32502464
8621	282672	32502373
8622	282708	32502669
8623	282744	32502992
8624	282774	32502657
8625	282807	32502615
8626	282839	32502460
8627	282870	32502244
8628	282903	32502271
8629	282952	32504047
8630	282986	32504245
8631	283018	32504119
8632	283048	32503734
8633	283081	32503705
8634	283111	32503398
8635	283144	32503313
8636	283178	32503439
8637	283219	32504349
8638	283254	32504621
8639	283289	32504789
8640	283322	32504760
8641	283355	32504826
8642	283386	32504599
8643	283421	32504777
8644	283454	32504718
8645	283485	32504510
8646	283522	32504940
8647	283557	32505253
8648	283590	32505181
8649	283623	32505244
8650	283661	32505757
8651	283697	32506077
8652	283732	32506292
8653	283764	32506127
8654	283795	32505943
8655	283829	32506081
8656	283860	32505849
8657	283892	32505682
8658	283927	32505861
8659	283962	32506124
8660	283999	32506557
8661	284037	32507111
8662	284081	32508399
8663	284120	32509048
8664	284157	32509564
8665	284197	32510297
8666	284232	32510556
8667	284268	32510907
8668	284306	32511466
8669	284337	32511208
8670	284370	32511124
8671	284404	32511245
8672	284449	32512612
8673	284487	32513253
8674	284525	32513714
8675	284560	32514037
8676	284594	32514068
8677	284629	32514288
8678	284659	32513953
8679	284697	32514525
8680	284728	32514268
8681	284761	32514269
8682	284795	32514342
8683	284831	32514658
8684	284864	32514678
8685	284895	32514420
8686	284933	32515063
8687	284969	32515386
8688	285003	32515426
8689	285041	32515975
8690	285076	32516213
8691	285110	32516348
8692	285143	32516342
8693	285177	32516427
8694	285210	32516438
8695	285245	32516622
8696	285277	32516466
8697	285308	32516281
8698	285343	32516478
8699	285377	32516584
8700	285410	32516594
8701	285444	32516750
8702	285476	32516603
8703	285513	32517054
8704	285547	32517123
8705	285581	32517169
8706	285612	32516985
8707	285644	32516914
8708	285676	32516781
8709	285710	32516820
8710	285743	32516837
8711	285777	32516982
8712	285809	32516847
8713	285844	32517069
8714	285876	32516922
8715	285912	32517181
8716	285944	32517157
8717	285977	32517092
