iter	Passed	Remaining
817	26512	32384589
818	26546	32387283
819	26581	32389949
820	26616	32392782
821	26652	32397415
822	26690	32403497
823	26724	32405749
824	26764	32414799
825	26801	32420656
826	26836	32424152
827	26871	32426854
828	26908	32432488
829	26940	32431385
830	26976	32435427
831	27008	32434813
832	27038	32432055
833	27072	32433969
834	27105	32434063
835	27137	32434444
836	27166	32429615
837	27196	32427011
838	27227	32425488
839	27260	32425257
840	27293	32426438
841	27325	32425711
842	27359	32427376
843	27389	32424569
844	27420	32422347
845	27452	32422161
846	27482	32419863
847	27513	32417431
848	27543	32415083
849	27574	32413377
850	27606	32412287
851	27640	32413852
852	27672	32413270
853	27702	32410683
854	27735	32410956
855	27766	32409195
856	27798	32408632
857	27831	32410128
858	27865	32412045
859	27898	32412730
860	27931	32412819
861	27963	32412309
862	27993	32409662
863	28024	32407976
864	28056	32406957
865	28088	32406588
866	28118	32404209
867	28150	32402843
868	28180	32400136
869	28211	32399341
870	28242	32397054
871	28279	32402360
872	28310	32400113
873	28341	32398682
874	28372	32397282
875	28405	32397731
876	28437	32397077
877	28470	32398293
878	28503	32398510
879	28533	32395877
880	28563	32393565
881	28595	32392745
882	28626	32390856
883	28656	32388186
884	28690	32389689
885	28724	32391266
886	28756	32391544
887	28786	32388237
888	28817	32387223
889	28850	32387432
890	28882	32386399
891	28916	32388436
892	28947	32387221
893	28980	32388080
894	29012	32386760
895	29044	32386935
896	29076	32386101
897	29106	32383664
898	29136	32380735
899	29171	32383865
900	29202	32382153
901	29233	32380441
902	29266	32381102
903	29296	32378218
904	29329	32378998
905	29360	32377715
906	29391	32375856
907	29423	32375784
908	29456	32376397
909	29490	32377319
910	29522	32377385
911	29560	32383000
912	29594	32384793
913	29626	32384618
914	29660	32386477
915	29692	32385797
916	29728	32389050
917	29767	32397028
918	29799	32395804
919	29830	32394519
920	29863	32395529
921	29892	32391974
922	29923	32390397
923	29954	32388541
924	29986	32387927
925	30019	32388032
926	30052	32388961
927	30083	32387185
928	30114	32385968
929	30145	32384813
930	30177	32383489
931	30210	32384740
932	30243	32384714
933	30277	32386842
934	30307	32384396
935	30338	32382834
936	30368	32379906
937	30398	32377244
938	30433	32379782
939	30466	32380265
940	30494	32376432
941	30527	32376793
942	30558	32375536
943	30590	32374130
944	30620	32371733
945	30650	32369591
946	30680	32367276
947	30714	32368247
948	30752	32374323
949	30788	32378375
950	30822	32379261
951	30857	32382079
952	30890	32382922
953	30924	32385165
954	30961	32389354
955	31000	32396121
956	31033	32397220
957	31064	32395221
958	31094	32392955
959	31127	32393193
960	31158	32391858
961	31191	32392370
962	31225	32393458
963	31257	32393439
964	31290	32393686
965	31323	32394458
966	31353	32392336
967	31387	32393637
968	31421	32395147
969	31456	32398173
970	31489	32398793
971	31521	32397537
972	31552	32396486
973	31585	32396663
974	31616	32395408
975	31653	32400550
976	31684	32398249
977	31719	32401134
978	31749	32398770
979	31781	32398027
980	31813	32397786
981	31846	32398304
982	31878	32398333
983	31912	32399344
984	31943	32398362
985	31976	32398276
986	32011	32400852
987	32041	32399046
988	32072	32396964
989	32103	32395257
990	32140	32399775
991	32172	32399588
992	32203	32398487
993	32236	32398573
994	32266	32396673
995	32297	32394709
996	32329	32394217
997	32359	32392251
998	32391	32391841
999	32424	32392321
1000	32461	32396475
1001	32492	32395532
1002	32522	32393106
1003	32554	32392408
1004	32587	32392438
1005	32618	32391213
1006	32650	32390639
1007	32683	32391833
1008	32717	32392729
1009	32748	32391155
1010	32784	32394637
1011	32818	32396303
1012	32848	32394430
1013	32872	32385613
1014	32902	32382902
1015	32935	32383766
1016	32969	32384947
1017	33002	32385983
1018	33037	32388331
1019	33070	32388758
1020	33101	32387677
1021	33136	32389727
1022	33167	32388505
1023	33204	32392588
1024	33236	32392666
1025	33267	32390747
1026	33297	32388658
1027	33330	32389540
1028	33363	32389451
1029	33395	32389650
1030	33427	32389302
1031	33461	32390693
1032	33495	32391875
1033	33529	32393491
1034	33561	32392986
1035	33592	32391443
1036	33623	32389763
1037	33652	32387299
1038	33683	32385611
1039	33714	32383802
1040	33744	32381443
1041	33778	32382884
1042	33809	32382201
1043	33839	32379808
1044	33870	32378445
1045	33903	32378795
1046	33938	32381312
1047	33972	32382304
1048	34007	32384773
1049	34044	32389057
1050	34074	32387153
1051	34106	32386742
1052	34138	32386114
1053	34169	32384379
1054	34201	32384093
1055	34232	32383211
1056	34264	32382273
1057	34295	32381231
1058	34327	32380782
1059	34359	32379801
1060	34391	32379572
1061	34423	32379023
1062	34453	32377546
1063	34484	32376130
1064	34516	32375097
1065	34546	32372990
1066	34578	32372245
1067	34610	32371849
1068	34642	32371433
1069	34674	32371420
1070	34707	32372286
1071	34738	32370651
1072	34771	32370870
1073	34803	32370246
1074	34835	32369832
1075	34869	32371642
1076	34904	32373869
1077	34935	32373065
1078	34968	32373662
1079	35002	32374520
1080	35033	32373070
1081	35066	32374022
1082	35103	32378136
1083	35135	32377991
1084	35167	32377660
1085	35201	32378354
1086	35234	32379557
1087	35268	32380444
1088	35300	32380641
1089	35334	32381538
1090	35366	32381414
1091	35400	32382377
1092	35434	32383732
1093	35465	32383092
1094	35500	32385009
1095	35531	32383564
1096	35563	32383055
1097	35598	32385433
1098	35630	32385098
1099	35662	32384869
1100	35697	32387500
1101	35729	32386956
1102	35761	32386268
1103	35795	32387622
1104	35829	32389144
1105	35861	32388595
1106	35890	32385701
1107	35928	32390035
1108	35958	32388412
1109	35990	32388294
1110	36024	32389608
1111	36055	32388092
1112	36090	32390186
1113	36125	32392084
1114	36157	32392119
1115	36189	32391439
1116	36223	32393164
1117	36256	32393153
1118	36284	32389931
1119	36317	32390270
1120	36349	32389741
1121	36381	32389078
1122	36419	32393905
1123	36454	32396147
1124	36485	32394689
1125	36519	32396820
1126	36554	32398339
1127	36586	32398655
1128	36618	32398054
1129	36651	32398268
1130	36685	32399228
1131	36718	32400075
1132	36752	32401450
1133	36785	32401538
1134	36817	32401442
1135	36849	32400993
1136	36885	32404403
1137	36921	32407138
1138	36953	32406428
1139	36987	32408484
1140	37019	32407661
1141	37050	32406714
1142	37083	32406680
1143	37118	32409182
1144	37149	32407766
1145	37183	32409060
1146	37214	32407556
1147	37246	32407408
1148	37279	32408260
1149	37312	32408155
1150	37343	32407220
1151	37374	32406079
1152	37408	32407041
1153	37439	32405505
1154	37472	32406083
1155	37502	32404412
1156	37536	32405293
1157	37567	32404467
1158	37600	32404209
1159	37632	32404512
1160	37666	32405645
1161	37697	32404411
1162	37728	32402745
1163	37760	32402158
1164	37791	32401386
1165	37823	32401124
1166	37858	32402990
1167	37890	32402952
1168	37925	32404815
1169	37961	32407321
1170	37997	32410308
1171	38026	32407976
1172	38056	32405560
1173	38087	32403989
1174	38116	32401178
1175	38147	32400387
1176	38181	32401274
1177	38211	32399405
1178	38243	32398589
1179	38273	32397214
1180	38306	32397513
1181	38338	32396732
1182	38369	32395832
1183	38400	32394764
1184	38430	32392450
1185	38460	32390197
1186	38491	32389427
1187	38523	32388732
1188	38554	32387492
1189	38585	32386509
1190	38616	32385117
1191	38652	32388030
1192	38684	32387358
1193	38716	32387322
1194	38748	32386916
1195	38780	32386173
1196	38813	32386460
1197	38846	32386920
1198	38877	32385638
1199	38907	32384314
1200	38938	32382446
1201	38968	32380618
1202	38999	32379155
1203	39032	32380135
1204	39062	32378317
1205	39094	32377942
1206	39126	32377219
1207	39159	32377676
1208	39191	32377486
1209	39224	32377275
1210	39254	32375887
1211	39286	32374905
1212	39316	32373373
1213	39349	32373366
1214	39378	32371247
1215	39411	32371350
1216	39445	32372230
1217	39478	32373059
1218	39510	32372283
1219	39543	32372736
1220	39575	32372968
1221	39607	32372329
1222	39643	32375283
1223	39678	32377540
1224	39711	32377571
1225	39744	32378604
1226	39774	32376252
1227	39805	32374948
1228	39836	32373762
1229	39868	32373868
1230	39901	32374161
1231	39933	32373919
1232	39968	32375282
1233	39998	32373568
1234	40033	32375842
1235	40065	32375633
1236	40098	32375409
1237	40131	32376217
1238	40163	32376091
1239	40194	32374947
1240	40231	32378168
1241	40264	32379020
1242	40294	32376948
1243	40325	32375449
1244	40356	32374824
1245	40386	32372579
1246	40416	32370487
1247	40447	32369348
1248	40478	32368054
1249	40513	32370062
1250	40545	32369764
1251	40576	32368685
1252	40607	32367717
1253	40640	32367646
1254	40671	32366930
1255	40703	32366270
1256	40734	32365350
1257	40766	32365308
1258	40795	32362359
1259	40826	32360875
1260	40855	32358428
1261	40885	32356827
1262	40916	32355703
1263	40948	32355092
1264	40982	32355995
1265	41015	32356546
1266	41045	32354986
1267	41077	32354676
1268	41109	32353854
1269	41141	32353859
1270	41172	32352965
1271	41203	32351642
1272	41234	32350070
1273	41264	32348784
1274	41295	32346960
1275	41326	32346016
1276	41358	32345810
1277	41393	32347676
1278	41426	32348670
1279	41459	32348651
1280	41500	32355632
1281	41537	32359017
1282	41573	32361424
1283	41606	32361942
1284	41642	32365202
1285	41673	32363751
1286	41705	32363659
1287	41737	32362862
1288	41770	32363850
1289	41805	32365746
1290	41837	32365224
1291	41879	32372316
1292	41919	32378658
1293	41953	32379592
1294	41990	32383134
1295	42024	32384206
1296	42062	32388837
1297	42096	32389763
1298	42128	32389685
1299	42169	32395500
1300	42206	32399143
1301	42239	32399994
1302	42274	32401860
1303	42309	32403249
1304	42347	32407838
1305	42383	32410162
1306	42423	32415886
1307	42456	32416919
1308	42489	32417304
1309	42526	32420507
1310	42560	32421760
1311	42592	32421532
1312	42627	32422928
1313	42665	32426974
1314	42703	32431691
1315	42740	32434564
1316	42774	32435833
1317	42806	32435914
1318	42837	32434356
1319	42872	32436269
1320	42906	32437392
1321	42937	32435964
1322	42968	32435410
1323	43004	32437343
1324	43037	32438252
1325	43073	32441039
1326	43105	32440427
1327	43136	32439491
1328	43168	32438536
1329	43199	32437476
1330	43231	32436844
1331	43261	32435149
1332	43293	32435199
1333	43325	32434821
1334	43359	32435714
1335	43389	32433448
1336	43419	32432192
1337	43451	32431687
1338	43481	32429750
1339	43514	32430211
1340	43546	32429405
1341	43577	32428736
1342	43612	32430656
1343	43646	32431327
1344	43679	32432043
1345	43702	32425060
1346	43732	32422879
1347	43763	32421978
1348	43794	32420665
1349	43826	32420022
1350	43858	32419606
1351	43890	32419277
1352	43922	32419244
1353	43953	32418095
1354	43986	32418685
1355	44019	32418349
1356	44053	32420145
1357	44087	32420620
1358	44121	32422330
1359	44155	32423064
1360	44187	32423056
1361	44220	32422863
1362	44251	32422259
1363	44283	32421944
1364	44316	32421983
1365	44347	32420905
1366	44378	32419827
1367	44408	32418120
1368	44443	32419738
1369	44476	32420352
1370	44511	32422163
1371	44544	32422378
1372	44577	32422338
1373	44615	32426479
1374	44648	32426910
1375	44682	32427964
1376	44713	32427234
1377	44747	32427726
1378	44781	32428865
1379	44815	32430343
1380	44846	32429409
1381	44880	32429903
1382	44911	32428914
1383	44940	32426258
1384	44972	32426180
1385	45003	32424816
1386	45033	32423365
1387	45068	32425131
1388	45101	32425258
1389	45134	32425957
1390	45166	32425063
1391	45197	32423961
1392	45229	32423636
1393	45260	32422580
1394	45292	32422283
1395	45324	32422022
1396	45358	32422776
1397	45387	32420614
1398	45418	32419225
1399	45450	32418988
1400	45481	32418404
1401	45513	32417855
1402	45546	32418150
1403	45577	32416792
1404	45608	32416264
1405	45639	32415053
1406	45669	32412960
1407	45702	32413307
1408	45733	32412585
1409	45764	32411612
1410	45797	32411641
1411	45829	32411442
1412	45861	32410616
1413	45891	32409124
1414	45922	32408154
1415	45953	32407053
1416	45986	32407691
1417	46017	32406645
1418	46050	32407005
1419	46086	32409119
1420	46119	32409635
1421	46152	32409687
1422	46183	32408966
1423	46214	32407479
1424	46244	32406236
1425	46275	32405091
1426	46308	32405235
1427	46340	32404612
1428	46370	32403549
1429	46403	32403296
1430	46437	32404655
1431	46472	32406602
1432	46504	32406091
1433	46538	32407172
1434	46571	32407180
1435	46604	32407634
1436	46637	32407956
1437	46670	32408123
1438	46701	32407604
1439	46734	32407740
1440	46765	32406716
1441	46798	32406863
1442	46831	32407353
1443	46865	32408309
1444	46897	32408181
1445	46930	32408771
1446	46961	32407514
1447	46992	32406356
1448	47023	32405294
1449	47054	32404608
1450	47086	32404285
1451	47122	32406585
1452	47153	32405461
1453	47187	32406386
1454	47221	32407044
1455	47253	32407177
1456	47285	32406552
1457	47318	32407084
1458	47350	32406926
1459	47383	32406695
1460	47414	32406018
1461	47448	32407238
1462	47478	32405122
1463	47508	32403623
1464	47538	32401829
1465	47568	32400398
1466	47600	32399773
1467	47632	32399522
1468	47666	32400374
1469	47698	32400364
1470	47729	32399346
1471	47761	32398920
1472	47792	32398087
1473	47826	32398634
1474	47857	32398154
1475	47889	32397222
1476	47923	32398583
1477	47955	32398041
1478	47988	32398314
1479	48026	32401961
1480	48059	32402410
1481	48093	32403941
1482	48126	32404071
1483	48160	32405150
1484	48192	32404330
1485	48224	32404142
1486	48258	32405601
1487	48294	32407418
1488	48331	32410833
1489	48366	32412031
1490	48396	32410628
1491	48429	32410655
1492	48461	32410333
1493	48493	32410586
1494	48526	32410512
1495	48557	32409939
1496	48590	32409669
1497	48625	32411748
1498	48658	32411829
1499	48690	32411692
