iter	Logloss
205	0.3097821339
206	0.3097097594
207	0.3096242673
208	0.3095056388
209	0.3093963008
210	0.3093491409
211	0.3092600459
212	0.3091841362
213	0.3091017275
214	0.3090173073
215	0.3089437204
216	0.3088974081
217	0.3087660021
218	0.3087065926
219	0.3086235303
220	0.3085392243
221	0.3084904065
222	0.3084057276
223	0.3083200819
224	0.308223455
225	0.3081845311
226	0.3081005689
227	0.3079953598
228	0.3079222652
229	0.3078325324
230	0.3077831886
231	0.307722784
232	0.3076422543
233	0.3075974719
234	0.307489015
235	0.3073836618
236	0.3073097809
237	0.3072501434
238	0.3071740245
239	0.3071118046
240	0.3070201789
241	0.3069907784
242	0.3068941385
243	0.3068268058
244	0.3067429811
245	0.3066705781
246	0.3065872303
247	0.3065357804
248	0.3064484628
249	0.3063500212
250	0.3062357423
251	0.3061753312
252	0.3061316139
253	0.3060976049
254	0.3060568781
255	0.3059680335
256	0.3058938857
257	0.305814129
258	0.3057355319
259	0.3056676197
260	0.3055961695
261	0.3055420739
262	0.3054823974
263	0.3053832937
264	0.3052894949
265	0.3051664756
266	0.3050572694
267	0.3049839776
268	0.3048866963
269	0.3048096502
270	0.3047282509
271	0.3046569981
272	0.304621398
273	0.3045306377
274	0.3044603453
275	0.304427551
276	0.3043770557
277	0.3042801473
278	0.3041856781
279	0.3041478221
280	0.3040963158
281	0.3040309515
282	0.3039695923
283	0.3039324413
284	0.3038654464
285	0.3038091645
286	0.3036890603
287	0.3036264507
288	0.3035504802
289	0.3034808729
290	0.3033966063
291	0.3033048293
292	0.3032448692
293	0.3031455684
294	0.3030695266
295	0.3030137313
296	0.3029080639
297	0.3028440494
298	0.3027704108
299	0.3027127912
300	0.3026562773
301	0.3025805767
302	0.3024904075
303	0.3024359699
304	0.3023358097
305	0.3022333021
306	0.3021644313
307	0.3020714574
308	0.3020270132
309	0.3019686515
310	0.301917747
311	0.3018451334
312	0.3017630914
313	0.3016673448
314	0.3016154294
315	0.3015580262
316	0.3014776967
317	0.3014005968
318	0.3013174586
319	0.3012084883
320	0.3011235108
321	0.3010351741
322	0.300976664
323	0.3009039009
324	0.3008440617
325	0.3007773303
326	0.3007053752
327	0.3006171863
328	0.300565134
329	0.3005416508
330	0.3004655523
331	0.3004186552
332	0.3003240005
333	0.3002309611
334	0.3001428577
335	0.3000754974
336	0.300028163
337	0.2999703166
338	0.2999073037
339	0.2998628464
340	0.2997817575
341	0.299729462
342	0.2996419861
343	0.2995603738
344	0.2995365422
345	0.2994709751
346	0.2994128955
347	0.2993463141
348	0.2993416217
349	0.2993147346
350	0.2992438801
351	0.2991682338
352	0.2990550338
353	0.2989934954
354	0.2989508754
355	0.2988884409
356	0.2988149332
357	0.2987313393
358	0.2986165082
359	0.2985436967
360	0.2984607559
361	0.2983766673
362	0.2982987175
363	0.2982409472
364	0.2981348597
365	0.2980740516
366	0.2980023884
367	0.2979354931
368	0.2978399094
369	0.2977685388
370	0.2977075974
371	0.2976251096
372	0.2975344198
373	0.2974663713
374	0.2973685582
375	0.2972765528
376	0.2971887402
377	0.2971187552
378	0.2970378629
379	0.2969887908
380	0.2969565545
381	0.2968745991
382	0.2968156154
383	0.2967311243
384	0.2966769451
385	0.2966062573
386	0.2965556411
387	0.2964977239
388	0.2964298062
389	0.2963692269
390	0.2963257658
391	0.296288748
392	0.2961966406
393	0.2961563248
394	0.2960768449
395	0.2960155394
396	0.2959527751
397	0.2959132089
398	0.2958382918
399	0.2957484832
400	0.2957121137
401	0.2956249767
402	0.2955399003
403	0.2954554621
404	0.2953816126
405	0.295327842
406	0.2952888062
407	0.2952060923
408	0.2951589902
409	0.2951228774
410	0.29505578
411	0.2949898703
412	0.2949379533
413	0.2948801655
414	0.2948322821
415	0.294767645
416	0.2946978069
417	0.2946483572
418	0.2945531261
419	0.2945232471
420	0.2944711703
421	0.2943938984
422	0.2943166618
423	0.2942488596
424	0.2941926725
425	0.2941105749
426	0.2940165578
427	0.2939224314
428	0.2938625354
429	0.2937943748
430	0.2937538314
431	0.2936904169
432	0.2936457611
433	0.2935833744
434	0.2935200088
435	0.2934832574
436	0.2933967847
437	0.2933550884
438	0.2932662393
439	0.2932199798
440	0.2931769443
441	0.2931325989
442	0.2930701788
443	0.2930146914
444	0.2929477014
445	0.2928789908
446	0.2928128961
447	0.292735236
448	0.2926682837
449	0.2925965619
450	0.2925318261
451	0.2924874698
452	0.2924286872
453	0.2923798364
454	0.2923658018
455	0.2923332638
456	0.2922724543
457	0.2922019679
458	0.2921291518
459	0.2920531399
460	0.2919914992
461	0.2919289741
462	0.2918732894
463	0.2918389339
464	0.2917589874
465	0.2916970081
466	0.2916353234
467	0.291571713
468	0.2915165342
469	0.2914735298
470	0.2914126727
471	0.2913406198
472	0.291280423
473	0.2912367103
474	0.291171175
475	0.2911390224
476	0.2910796305
477	0.2910180933
478	0.2909168581
479	0.2908448686
480	0.2908214602
481	0.2907584124
482	0.2907136251
483	0.2906782365
484	0.2905972232
485	0.29054998
486	0.2904820566
487	0.2904059945
488	0.2903280052
489	0.2902578197
490	0.2902188156
491	0.2901454647
492	0.2900649564
493	0.2900095778
494	0.289942706
495	0.2898852444
496	0.2898281742
497	0.2897712464
498	0.2897080579
499	0.2896305212
500	0.2895787475
501	0.2895008416
502	0.2894557812
503	0.2894038348
504	0.2893764649
505	0.2893273169
506	0.2892690431
507	0.2891984407
508	0.2891743165
509	0.289112023
510	0.2890789223
511	0.2890296797
512	0.288955568
513	0.2889002695
514	0.288843478
515	0.2887771384
516	0.288704375
517	0.2886392147
518	0.2885691178
519	0.2885158875
520	0.2884660166
521	0.28843467
522	0.288381792
523	0.2883345829
524	0.2882770176
525	0.2882227389
526	0.2881635806
527	0.2880969553
528	0.2880173363
529	0.2879558423
530	0.2878860149
531	0.2878018425
532	0.2877353529
533	0.2876776829
534	0.2876337404
535	0.2875807602
536	0.2875035485
537	0.2874346851
538	0.2873619474
539	0.2873024603
540	0.287232748
541	0.2871707768
542	0.2871055337
543	0.2870586446
544	0.2869868059
545	0.2869168061
546	0.2868675123
547	0.28679966
548	0.2867389734
549	0.2866816246
550	0.2866320331
551	0.2865805027
552	0.2865377098
553	0.2864706914
554	0.2864111029
555	0.2863556008
556	0.2862964983
557	0.2862383152
558	0.2861827139
559	0.2861486067
560	0.2861020643
561	0.2860375607
562	0.2859996157
563	0.2859375691
564	0.2858799718
565	0.2858533206
566	0.2857949878
567	0.2857575553
568	0.2857200795
569	0.2856489787
570	0.2855964307
571	0.2855369181
572	0.2854885955
573	0.2854173567
574	0.2853818218
575	0.2853104212
576	0.2852633117
577	0.2852227724
578	0.2851565558
579	0.28510894
580	0.2850491089
581	0.2849853953
582	0.2849437885
583	0.2849074452
584	0.2848670885
585	0.2847940788
586	0.284745763
587	0.2846829256
588	0.2846288371
589	0.2845718212
590	0.2845336003
591	0.2844998621
592	0.2844416907
593	0.2843884868
594	0.2843442253
595	0.2842868239
596	0.2842248994
597	0.284194776
598	0.2841332568
599	0.2840704349
600	0.2840153895
601	0.2839434043
602	0.2838890324
603	0.2838531052
604	0.2837932971
605	0.2837195989
606	0.2836569612
607	0.283597789
608	0.2835507483
609	0.2834870616
610	0.2834276163
611	0.2833597249
612	0.2832978732
613	0.283239997
614	0.2831973032
615	0.2831400863
616	0.2830756989
617	0.2830236824
618	0.2829534177
619	0.2829043079
620	0.2828467085
621	0.2827935919
622	0.2827454345
623	0.2826819616
624	0.282620153
625	0.2825655702
626	0.2825073595
627	0.2824767659
628	0.2824202
629	0.2823745518
630	0.2823177827
631	0.282254539
632	0.2821948451
633	0.2821368901
634	0.2820876939
635	0.2820383146
636	0.2819872405
637	0.2819399983
638	0.2818773587
639	0.2818196142
640	0.2817620071
641	0.2817088631
642	0.281658465
643	0.2816107237
644	0.2815718755
645	0.2815201893
646	0.2814716906
647	0.2814294525
648	0.2813986133
649	0.2813297259
650	0.2812771527
651	0.2812213141
652	0.2811608517
653	0.2811021697
654	0.2810709905
655	0.2810293292
656	0.2809712819
657	0.2809203304
658	0.2808586143
659	0.2808006777
660	0.2807465666
661	0.2807065129
662	0.2806506708
663	0.2806042872
664	0.2805493903
665	0.2805170211
666	0.2804614864
667	0.2804113823
668	0.280339887
669	0.2802933246
670	0.2802489002
671	0.2801926498
672	0.2801484291
673	0.2801001263
674	0.2800602205
675	0.2800118733
676	0.2799588692
677	0.2799080899
678	0.2798579384
679	0.2797982962
680	0.2797660146
681	0.2797055773
682	0.2796832871
683	0.2796310042
684	0.2796142367
685	0.2795670499
686	0.2795190031
687	0.2794671286
688	0.2794195106
689	0.2793607589
690	0.2793028589
691	0.2792506376
692	0.2791983971
693	0.2791481916
694	0.2790864029
695	0.2790370811
696	0.2789915005
697	0.2789501845
698	0.2789006784
699	0.2788586322
700	0.2788142581
701	0.2787744365
702	0.2787238866
703	0.2786742187
704	0.278640188
705	0.2785887878
706	0.2785322497
707	0.2784804791
708	0.2784132863
709	0.2783719306
710	0.2783345047
711	0.278284795
712	0.2782368304
713	0.2781874888
714	0.2781588302
715	0.2781139953
716	0.2780572026
717	0.278010037
718	0.27795637
719	0.2779318303
720	0.2778723024
721	0.2778443859
722	0.2777924688
723	0.2777386892
724	0.2776882072
725	0.2776481015
726	0.277586665
727	0.2775488584
728	0.2774960915
729	0.2774432416
730	0.2774006942
731	0.2773573946
732	0.2773063335
733	0.277248578
734	0.2772041368
735	0.2771623095
736	0.2771135985
737	0.2770838977
738	0.277041227
739	0.2769965165
740	0.2769596099
741	0.2769119236
742	0.2768662123
743	0.2768321141
744	0.2768016244
745	0.2767510592
746	0.2767281956
747	0.2766963618
748	0.2766453107
749	0.2765998178
750	0.276543727
751	0.2765090846
752	0.2764729588
753	0.2764215608
754	0.27639269
755	0.2763458976
756	0.2763033331
757	0.2762460788
758	0.2762111189
759	0.2761704231
760	0.2761256278
761	0.2760738831
762	0.2760315549
763	0.2759958704
764	0.2759546657
765	0.275901855
766	0.2758538615
767	0.2758106114
768	0.2757680789
769	0.2757140059
770	0.2756655307
771	0.275624531
772	0.2755774241
773	0.2755298479
774	0.2754870936
775	0.2754413479
776	0.2753954403
777	0.2753769151
778	0.2753253869
779	0.2752793316
780	0.275222168
781	0.2751767743
782	0.2751255202
783	0.2750758111
784	0.2750274324
785	0.2749748931
786	0.2749246889
787	0.2748825096
788	0.2748383212
789	0.2747946515
790	0.27475494
791	0.2747004735
792	0.2746560832
793	0.2746130185
794	0.2745719652
795	0.2745166627
796	0.2744695427
797	0.2744227457
798	0.2743789407
799	0.2743372095
800	0.274290622
801	0.2742558443
802	0.2742092083
803	0.2741694516
804	0.2741298698
805	0.2740857483
806	0.2740451947
807	0.2740020886
808	0.2739571469
809	0.2739070063
810	0.2738595529
811	0.2738171743
812	0.2737708182
813	0.2737365402
814	0.2736947771
815	0.2736605591
816	0.2736164742
817	0.2735695313
818	0.2735383346
819	0.2734966155
820	0.2734538368
821	0.2734168972
822	0.2733753412
823	0.2733340319
824	0.2732916808
825	0.2732600349
826	0.2732089078
827	0.2731645321
828	0.2731301989
829	0.2730820091
830	0.2730458403
831	0.2730058087
832	0.2729571535
833	0.2729158583
834	0.2728743206
835	0.2728220518
836	0.2727905081
837	0.2727553614
838	0.2727042952
839	0.2726621785
840	0.2726062314
841	0.2725698418
842	0.2725206702
843	0.2724819569
844	0.2724428181
845	0.2723965623
846	0.2723517621
847	0.2723102371
848	0.2722840125
849	0.2722420741
850	0.27220892
851	0.2721696988
852	0.2721271671
853	0.2720705969
854	0.2720304276
855	0.2719963067
856	0.2719541738
857	0.2719116716
858	0.2718737348
859	0.2718415371
860	0.2717886263
861	0.2717401151
862	0.2717009299
863	0.2716686138
864	0.2716187364
865	0.2715785535
866	0.2715299035
867	0.2715005083
868	0.2714554006
869	0.271413451
870	0.2713810782
871	0.2713427313
872	0.2712915983
873	0.2712483158
874	0.2712052837
875	0.2711498136
876	0.2711245576
877	0.271086571
878	0.2710538986
879	0.2710097942
880	0.2709685232
881	0.2709194806
882	0.2708936074
883	0.2708654451
884	0.2708126732
885	0.2707703646
886	0.2707319687
887	0.2706911363
888	0.2706406842
889	0.2705927012
890	0.2705593021
891	0.2705247774
892	0.2704822955
893	0.2704383166
894	0.2703954892
895	0.2703493045
896	0.2703139983
897	0.2702728371
898	0.2702275279
899	0.2702016004
900	0.2701700574
901	0.2701422693
902	0.2701074013
903	0.2700687593
904	0.2700355429
905	0.2700061261
906	0.2699706337
907	0.2699291501
908	0.2698899781
909	0.2698514715
910	0.269819873
911	0.2697755848
912	0.2697403652
913	0.2696912095
914	0.2696466469
915	0.2696134206
916	0.2695734164
917	0.2695353806
918	0.269494981
919	0.2694578882
920	0.2694297036
921	0.269389755
922	0.2693576697
923	0.269322465
924	0.2692833453
925	0.2692435278
926	0.2692040964
927	0.2691641839
928	0.2691273724
929	0.26908309
930	0.2690467232
931	0.2690096006
932	0.2689690223
933	0.2689242347
934	0.2688916541
935	0.2688488147
936	0.2688108399
937	0.2687840511
938	0.2687488318
939	0.2687125052
940	0.268667939
941	0.2686365313
942	0.2686119821
943	0.2685724515
944	0.2685305263
945	0.268489952
946	0.2684463358
947	0.2684082125
948	0.2683626215
949	0.2683213541
950	0.268291636
951	0.26825638
952	0.2682215015
953	0.2681839039
954	0.2681445803
955	0.2681064794
956	0.2680721004
957	0.2680284979
958	0.2679907222
959	0.2679497843
960	0.2679077155
961	0.2678732905
962	0.2678375351
963	0.2677948682
964	0.2677614805
965	0.2677390414
966	0.2677128992
967	0.267664799
968	0.2676289897
969	0.267591788
970	0.2675441864
971	0.2675021884
972	0.267463784
973	0.2674338042
974	0.2673961144
975	0.2673591765
976	0.2673274766
977	0.2672915986
978	0.2672614689
979	0.267222251
980	0.2671904636
981	0.2671507943
982	0.2671119288
983	0.2670892912
984	0.2670518455
985	0.2670109926
986	0.2669756425
987	0.2669344378
988	0.2669048014
989	0.2668714508
990	0.2668302262
991	0.2667854393
992	0.2667511257
993	0.2667076707
994	0.2666826265
995	0.266650292
996	0.2666114065
997	0.2665891711
998	0.2665461839
999	0.2665103308
1000	0.2664758612
1001	0.2664415482
1002	0.2664105814
1003	0.2663710792
1004	0.2663347532
1005	0.2662996364
1006	0.2662624027
1007	0.2662251935
1008	0.2661909372
1009	0.2661495672
1010	0.2661046118
1011	0.2660778657
1012	0.266053686
1013	0.2660536046
1014	0.26603148
1015	0.2659922537
1016	0.2659547473
1017	0.2659192783
1018	0.265901362
1019	0.2658685036
1020	0.265830728
1021	0.2657862927
1022	0.265750871
1023	0.2657145702
1024	0.2656810924
1025	0.2656530159
1026	0.265618245
1027	0.2655751716
1028	0.2655403636
1029	0.265499696
1030	0.2654729536
1031	0.2654337374
1032	0.2653965833
1033	0.2653645307
1034	0.2653314274
1035	0.2652907505
1036	0.2652522002
1037	0.2652183902
1038	0.2651829912
1039	0.2651420508
1040	0.2651082776
1041	0.265074216
1042	0.2650418947
1043	0.265011292
1044	0.2649702401
1045	0.2649366641
1046	0.2649051561
1047	0.2648799572
1048	0.2648442653
1049	0.2648078942
1050	0.2647742664
1051	0.2647326163
1052	0.2646953923
1053	0.2646636168
1054	0.2646304699
1055	0.2645918628
1056	0.2645584917
1057	0.2645256759
1058	0.2644840359
1059	0.2644608832
1060	0.2644218773
1061	0.2643884102
1062	0.2643570983
1063	0.2643205922
1064	0.2642759514
1065	0.2642636283
1066	0.2642376766
1067	0.2642066489
1068	0.2641740703
1069	0.2641307485
1070	0.2640980275
1071	0.2640620008
1072	0.2640346423
1073	0.2639977492
1074	0.2639613842
1075	0.2639305545
1076	0.2638988787
1077	0.2638654396
1078	0.2638279063
1079	0.2637933931
1080	0.2637668636
1081	0.2637426616
1082	0.2637066898
1083	0.2636751154
1084	0.2636373397
1085	0.2636041727
1086	0.2635750332
1087	0.2635463935
1088	0.2635156004
1089	0.2634729333
1090	0.263439386
1091	0.263406372
1092	0.2633634386
1093	0.2633295693
1094	0.2632964773
1095	0.2632577911
1096	0.2632251104
1097	0.2631898611
1098	0.2631582834
1099	0.2631187787
1100	0.2630877839
1101	0.2630542961
1102	0.2630164234
1103	0.2629835215
1104	0.2629538658
1105	0.2629154772
1106	0.2628968379
1107	0.2628650218
1108	0.2628368938
1109	0.2627965952
1110	0.2627521895
1111	0.2627203175
1112	0.2626960355
1113	0.2626692969
1114	0.262635518
1115	0.2626007394
1116	0.2625631455
1117	0.262535208
1118	0.2624993478
1119	0.2624708864
1120	0.2624389393
1121	0.2624002151
1122	0.2623639933
1123	0.2623213307
1124	0.2622899933
1125	0.2622580358
1126	0.2622222848
1127	0.2621865929
1128	0.2621560088
1129	0.2621228597
1130	0.2620914644
1131	0.2620618214
1132	0.2620220135
1133	0.2619947438
1134	0.2619595706
1135	0.2619225705
1136	0.261893515
1137	0.2618613843
1138	0.2618319336
1139	0.2618106284
1140	0.2617794234
1141	0.2617671924
1142	0.2617463123
1143	0.2617132831
1144	0.2616817134
1145	0.2616533374
1146	0.26162192
1147	0.2615910509
1148	0.2615553587
1149	0.2615237342
1150	0.2614883571
1151	0.2614568613
1152	0.261434677
1153	0.2614067447
1154	0.2613729994
1155	0.261334138
1156	0.2613023619
1157	0.2612697971
1158	0.2612293438
1159	0.2611958492
1160	0.2611641362
1161	0.2611325722
1162	0.261103453
1163	0.2610733464
1164	0.2610407895
1165	0.2610115633
1166	0.2609762071
1167	0.2609392903
1168	0.2609067464
1169	0.2608667829
1170	0.2608355393
1171	0.260808108
1172	0.260782677
1173	0.2607567962
1174	0.2607390955
1175	0.2607099518
1176	0.2606757856
1177	0.2606362313
1178	0.2606013494
1179	0.2605881312
1180	0.2605552257
1181	0.2605299398
1182	0.2604973442
1183	0.2604561081
1184	0.2604232777
1185	0.2604022883
1186	0.2603765321
1187	0.2603551444
1188	0.2603342125
1189	0.2603120236
1190	0.2602711434
1191	0.2602484952
1192	0.2602197935
1193	0.2601853674
1194	0.2601550136
1195	0.2601251549
1196	0.2600959707
1197	0.2600662802
1198	0.2600299366
1199	0.2599966187
1200	0.2599689577
1201	0.2599361941
1202	0.2599076207
1203	0.2598729922
1204	0.2598461632
1205	0.259810242
1206	0.2597831173
1207	0.2597558865
1208	0.2597236304
1209	0.2596942095
1210	0.2596630469
1211	0.2596296073
1212	0.2595933281
1213	0.2595654139
1214	0.259535675
1215	0.2595045881
1216	0.259479307
1217	0.2594459538
1218	0.2594147263
1219	0.2593910554
1220	0.2593580735
1221	0.2593229474
1222	0.2592961593
1223	0.2592602203
1224	0.2592232173
1225	0.2591901237
1226	0.2591603099
1227	0.2591272938
1228	0.2590984002
1229	0.2590708585
1230	0.2590365424
1231	0.2590086442
1232	0.2589810823
1233	0.2589536678
1234	0.2589151797
1235	0.2588899932
1236	0.2588635411
1237	0.2588306694
1238	0.2588047271
1239	0.2587711233
1240	0.2587340883
1241	0.258699283
1242	0.2586698549
1243	0.258640661
1244	0.2586132091
1245	0.2585824822
1246	0.2585529201
1247	0.2585221929
1248	0.2584981801
1249	0.2584684927
1250	0.2584382801
1251	0.2584000584
1252	0.2583645223
1253	0.2583358083
1254	0.2583061046
1255	0.2582720464
1256	0.2582444399
1257	0.2582149781
1258	0.2581891565
1259	0.2581619874
1260	0.2581404455
1261	0.2581172972
1262	0.2580924024
1263	0.2580632326
1264	0.2580333209
1265	0.2580051899
1266	0.2579773915
1267	0.2579496044
1268	0.2579202657
1269	0.257892858
1270	0.2578564794
1271	0.2578278333
1272	0.2577976643
1273	0.2577672496
1274	0.2577438002
1275	0.2577155229
1276	0.2576857457
1277	0.2576607244
1278	0.2576379849
1279	0.2576132471
1280	0.2575809432
1281	0.2575510994
1282	0.2575228279
1283	0.2574981465
1284	0.2574752241
1285	0.2574461802
1286	0.2574146411
1287	0.2573867337
1288	0.2573621566
1289	0.2573328234
1290	0.2573052203
1291	0.2572739701
1292	0.2572462293
1293	0.257214149
1294	0.2571837623
1295	0.2571570963
1296	0.2571334027
1297	0.2571102606
1298	0.2570770337
1299	0.2570551476
1300	0.2570312728
1301	0.2570047054
1302	0.2569771959
1303	0.2569513699
1304	0.2569262756
1305	0.2568993234
1306	0.2568707167
1307	0.2568458607
1308	0.256816076
1309	0.2567894297
1310	0.2567588312
1311	0.2567399836
1312	0.2567139228
1313	0.2566829605
1314	0.2566524333
1315	0.2566237341
1316	0.2565982914
1317	0.2565646309
1318	0.2565309992
1319	0.2565028537
1320	0.2564736443
1321	0.256440014
1322	0.2564116715
1323	0.2563759584
1324	0.2563482435
1325	0.2563170296
1326	0.2562936905
1327	0.256267247
1328	0.2562371036
1329	0.256209041
1330	0.2561757021
1331	0.2561514797
1332	0.2561153205
1333	0.2560845839
1334	0.2560654258
1335	0.2560432871
1336	0.2560199481
1337	0.2559893783
1338	0.2559591611
1339	0.2559281268
1340	0.2558937665
1341	0.2558668945
1342	0.2558372967
1343	0.2558125306
1344	0.2557833003
1345	0.2557832517
1346	0.255757353
1347	0.255723356
1348	0.2556965129
1349	0.2556705185
1350	0.2556590983
1351	0.2556324419
1352	0.2555961187
1353	0.2555633717
1354	0.2555372666
1355	0.2555052377
1356	0.2554754061
1357	0.2554462598
1358	0.2554186962
1359	0.2553888104
1360	0.2553649275
1361	0.255335448
1362	0.255308221
1363	0.2552851556
1364	0.2552604992
1365	0.2552325532
1366	0.255211944
1367	0.2551832723
1368	0.2551570801
1369	0.2551298592
1370	0.2551016736
1371	0.2550715664
1372	0.2550470913
1373	0.2550222877
1374	0.2549944254
1375	0.2549618721
1376	0.2549320447
1377	0.2549049478
1378	0.2548758968
1379	0.2548542949
1380	0.2548273336
1381	0.2548065959
1382	0.2547758889
1383	0.2547582244
1384	0.2547334888
1385	0.254704224
1386	0.2546795819
1387	0.2546520826
1388	0.2546319251
1389	0.2546065751
1390	0.2545827659
1391	0.2545501166
1392	0.2545237125
1393	0.2544998518
1394	0.2544696035
1395	0.2544411921
1396	0.2544176271
1397	0.2543899494
1398	0.2543668745
1399	0.2543390442
1400	0.2543095629
1401	0.2542800645
1402	0.2542485248
1403	0.254223452
1404	0.2541935174
1405	0.2541689343
1406	0.2541458039
1407	0.2541115218
1408	0.2540856014
1409	0.254058963
1410	0.2540295245
1411	0.2540027588
1412	0.2539772861
1413	0.2539496775
1414	0.2539199756
1415	0.2538949017
1416	0.2538654146
1417	0.2538350344
1418	0.2538086251
1419	0.2537842474
1420	0.2537610669
1421	0.2537347082
1422	0.2537095054
1423	0.2536872076
1424	0.2536629376
1425	0.2536472239
1426	0.2536326427
1427	0.2536114169
1428	0.2535876773
1429	0.2535615597
1430	0.2535299558
1431	0.2535039079
1432	0.2534896613
1433	0.2534557705
1434	0.2534274392
1435	0.2534004599
1436	0.2533688292
1437	0.2533420783
1438	0.2533137669
1439	0.2532878047
1440	0.2532721428
1441	0.2532486871
1442	0.2532362386
1443	0.2532048173
1444	0.2531732599
1445	0.2531476917
1446	0.2531180505
1447	0.2530892703
1448	0.2530650007
1449	0.2530326569
1450	0.2530112868
1451	0.2529869891
1452	0.2529536927
1453	0.2529265786
1454	0.2529010294
1455	0.2528742316
1456	0.2528483759
1457	0.2528194306
1458	0.2527935499
1459	0.2527681286
1460	0.2527382902
1461	0.2527179323
1462	0.2526909063
1463	0.2526706171
1464	0.252645746
1465	0.2526260676
1466	0.2526030754
1467	0.2525787336
1468	0.252548396
1469	0.2525171718
1470	0.2525011084
1471	0.252480439
1472	0.2524557516
1473	0.2524244037
1474	0.2524005606
1475	0.2523776516
1476	0.2523601042
1477	0.252328943
1478	0.2523158006
1479	0.2522930052
1480	0.2522656926
1481	0.252240329
1482	0.252214968
1483	0.252190849
1484	0.2521673753
1485	0.2521381892
1486	0.2521120126
1487	0.2520914448
1488	0.2520643393
1489	0.2520525786
1490	0.252027421
1491	0.2519987649
1492	0.2519741157
1493	0.2519434041
1494	0.2519205197
1495	0.2518980827
1496	0.2518733212
1497	0.2518463682
1498	0.2518199762
1499	0.2517890547
1500	0.2517653794
1501	0.2517408197
1502	0.2517172932
1503	0.2516932594
1504	0.2516771539
1505	0.2516532706
1506	0.2516248871
1507	0.2515933225
1508	0.2515676958
1509	0.2515365577
1510	0.251515474
1511	0.2514894144
